id,pattern_name,image_url,created_at
3a9291ba-de46-4ae1-8844-b29083b07833,D008,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768962020685_D008.jpg,2026-01-21 02:20:20.123544+00
3a9f1c90-66c4-41e6-ab0f-8cd1be593cde,B017,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768961321242_B017.jpg,2026-01-21 02:08:40.930726+00
3ca81e2c-ad5a-4777-89b4-426909e2b765,C023,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768961805475_C023.jpg,2026-01-21 02:16:44.971203+00
3d235a61-5e9c-42bd-880c-e0aeab757cdf,B032,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768961329629_B032.jpg,2026-01-21 02:08:49.243012+00
3ee4f38c-c3cf-427c-b1ee-d3b4624e2edd,C021,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768961804432_C021.jpg,2026-01-21 02:16:44.038677+00
3f66f56e-eb10-4f59-b81d-546e055206d9,C016,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768961801847_C016.jpg,2026-01-21 02:16:41.602002+00
41b4a402-5b4c-416a-bcc9-3d3feac25b6a,A032,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768960217391_A032.jpg,2026-01-21 01:50:17.065589+00
41c27e47-0ca3-4298-93c7-280c4d364a90,L001,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768962117494_L001.jpg,2026-01-21 02:21:57.075041+00
43fcc2d8-d10f-4510-a026-8ff3a283bd47,B038,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768961333140_B038.jpg,2026-01-21 02:08:52.637133+00
443b1dcd-81ca-4876-8fcb-877aa55dbddf,B029,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768961328188_B029.jpg,2026-01-21 02:08:47.736769+00
45668504-90a8-412f-998e-2a1ce43c7add,G001,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768962266654_G001.jpg,2026-01-21 02:24:26.936816+00
474d0557-4d84-4ffb-a0d0-efa5834132c8,A025,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768960215115_A025.jpg,2026-01-21 01:50:14.802642+00
477d5b56-71e3-4cc0-81a6-d5184afad5bb,B013,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768961318421_B013.jpg,2026-01-21 02:08:38.248779+00
490bfa1b-695c-4c04-8f1b-07967adb0578,C013,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768961799934_C013.jpg,2026-01-21 02:16:39.497574+00
4969376a-9ddc-4c51-95b8-6f38b33c136a,G004,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768962269010_G004.jpg,2026-01-21 02:24:28.46631+00
4a125221-ad21-4979-9971-ed65cb44863b,B026,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768961326684_B026.jpg,2026-01-21 02:08:46.249114+00
4afee074-f8c6-4080-a13c-207618240bbe,A002,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768960201438_A002.jpg,2026-01-21 01:50:01.254679+00
4ba2ec16-19aa-4719-9e90-56d6835186e2,F007,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768965986962_F007.jpg,2026-01-21 03:26:26.555385+00
4bcd4f02-1dfd-49fd-8eb2-551483e78265,A005,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768960204179_A005.jpg,2026-01-21 01:50:03.876428+00
4d64fd7d-cab9-42d9-a538-df848cbb4669,C006,https://scxcuwjhjbkxvqmpywqs.supabase.co/storage/v1/object/public/product-images/patterns/1768961796155_C006.jpg,2026-01-21 02:16:35.762853+00
